,index,crawl_date,domain,url,mime_type_web_server,mime_type_tika,language,content,polarity,subjectivity,polarity_type,subjectivity_type
130706,153070,20200724,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
213550,248537,20200918,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
223515,260013,20200925,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
233628,270917,20201002,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
244446,283230,20201009,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
254670,295105,20201016,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
266261,308408,20201023,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
275135,318843,20201030,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
286408,331696,20201106,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
294782,341680,20201113,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
304046,352484,20201120,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
314280,364014,20201127,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
324380,375341,20201204,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
333945,386125,20201211,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
341790,395158,20201218,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
349573,404521,20201225,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
356896,413539,20210101,laposte.net,https://laposte.net/index.html,text/html,text/html,nl,Chargement,0.0,0.0,Neutral,Objective
